BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0000454	BGC0000454	Listonella anguillarum serovar O2, genes for biosynthesis and transport of siderophore vanchrobactin, isolate RV22	NRPS	NRPS	Vibrio anguillarum RV22	Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
BGC0000455	BGC0000455	Amycolatopsis orientalis vancomycin biosynthetic gene cluster, complete sequence	NRPS-like.NRPS.T3PKS	PKS-NRP_Hybrids	Amycolatopsis orientalis HCCB10007	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
BGC0000457	BGC0000457	Rhizobium etli CFN 42 plasmid p42f, complete sequence	NRPS	NRPS	Rhizobium etli CFN 42	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium
BGC0000458	BGC0000458	Streptomyces vinaceus strain ATCC 11861 viomycin biosynthetic gene cluster, complete sequence	NRPS-like.NRPS	NRPS	Streptomyces vinaceus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000459	BGC0000459	Streptomyces griseoviridis culture-collection NRRL:2427 griseoviridin and viridogrisein Sgv gene cluster, complete sequence	NRPS.butyrolactone.transAT-PKS	Others	Streptomyces griseoviridis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000460	BGC0000460	Vibrio vulnificus CMCP6 chromosome II, complete sequence	NRPS	NRPS	Vibrio vulnificus CMCP6	Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
BGC0000461	BGC0000461	Lysobacter enzymogenes strain OH11 WAPS biosynthetic gene cluster, complete sequence	NRPS	NRPS	Lysobacter enzymogenes	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
BGC0000464	BGC0000464	Xenorhabdus doucetiae str. FRM16 chromosome, complete genome	NRPS	NRPS	Xenorhabdus doucetiae	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0000465	BGC0000465	Xenorhabdus nematophila ATCC 19061 chromosome, complete genome	NRPS	NRPS	Xenorhabdus nematophila ATCC 19061	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0000712	BGC0000712	Streptomyces rimosus subsp. paromomycinus genomic region of the paromomycin biosynthesis gene cluster, strain NRRL 2455	NRPS-like.amglyccycl	Others	Streptomyces paromomycinus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000727	BGC0000727	Streptomyces aureofaciens strain CCM3239 auricin deoxysugar tailoring biosynthetic gene cluster, complete sequence	NRPS-like	NRPS	Streptomyces aureofaciens	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000816	BGC0000816	Malbranchea aurantiaca strain RRC1813 malbrancheamide biosynthetic gene cluster, partial sequence	NRPS.indole	Others	Malbranchea aurantiaca	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Onygenaceae,Malbranchea
BGC0000818	BGC0000818	UNVERIFIED: Aspergillus versicolor strain NRRL35600 +notoamide biosynthetic gene cluster, partial sequence	NRPS.indole	Others	Aspergillus versicolor	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Nidulantes
BGC0000819	BGC0000819	Penicillium fellutanum strain ATCC 20841 paraherquamide biosynthetic gene cluster, partial sequence	NRPS.indole	Others	Penicillium fellutanum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0000871	BGC0000871	Myxococcus xanthus DK 1622, complete genome	NRPS-like	NRPS	Myxococcus xanthus DK 1622	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus
BGC0000876	BGC0000876	Streptomyces tendae nikkomycin biosynthetic gene cluster (nikP1, nikP2, nikQ, nikR, nikS, nikT, nikU, nikV genes), strain Tue901	NRPS-like	NRPS	Streptomyces tendae	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000893	BGC0000893	Streptomyces venezuelae ATCC 10712 complete genome	NRPS-like	NRPS	Streptomyces venezuelae ATCC 10712	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000900	BGC0000900	Ferrichrome biosynthetic gene cluster of koji mold	NRPS	NRPS	Aspergillus oryzae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0000901	BGC0000901	Ferrichrome Biosynthetic Gene Cluster of Black Koji-mold	NRPS	NRPS	Aspergillus niger	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0000921	BGC0000921	Pseudomonas putida lipoprotein gene, partial cds; OmpA/MotB domain protein, GntR family transcriptional regulator, hypothetical proteins, and lipid-binding START domain-containing protein genes, complete cds; promysalin biosynthetic gene cluster, complete sequence; type II citrate synthase (gltA), succinate dehydrogenase cytochrome b556 subunit (sdhC), succinate dehydrogenase hydrophobic membrane anchor protein (sdhD), succinate dehydrogenase flavoprotein subunit (sdhA), succinate dehydrogenase iron-sulfur subunit (sdhB), 2-oxoglutarate dehydrogenase E1 subunit (sucA), and 2-oxoglutarate dehydrogenase E2 subunit (sucB) genes, complete cds; and dihydrolipoamide dehydrogenase (lpdG) gene, partial cds	NRPS-like	NRPS	Pseudomonas putida	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000949	BGC0000949	Streptomyces griseus A-500359s biosynthetic gene cluster, complete cds, strain: SANK60196	blactam.NRPS	Others	Streptomyces griseus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000950	BGC0000950	Streptomyces sp. DSM 5940 napsamycin biosynthetic gene cluster, complete sequence	NRPS-like	NRPS	Streptomyces sp. DSM 5940	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000951	BGC0000951	Streptomyces coeruleorubidus strain NRRL 18370 pacidamycin biosynthetic gene cluster, complete sequence	NRPS-like.NRPS	NRPS	Streptomyces coeruleorubidus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000953	BGC0000953	Streptomyces vinaceusdrappus strain NRRL 2363 amicetin biosynthetic gene cluster, complete sequence	NRPS-like	NRPS	Streptomyces vinaceusdrappus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces rochei group
BGC0000954	BGC0000954	Chondromyces crocatus ajudazol biosynthesis gene cluster, strain Cmc5	T1PKS.NRPS	PKS-NRP_Hybrids	Chondromyces crocatus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Chondromyces
BGC0000955	BGC0000955	Myxococcus xanthus althiomycin biosynthetic gene cluster (almEDCABF genes), strain DK897	T1PKS.NRPS	PKS-NRP_Hybrids	Myxococcus xanthus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus
BGC0000956	BGC0000956	Pantoea agglomerans andrimid biosynthetic gene cluster, complete sequence	NRPS-like.arylpolyene	Others	Pantoea agglomerans	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea agglomerans group
BGC0000957	BGC0000957	Streptomyces sp. XZQH13 ansatrienin biosynthetic gene cluster, partial sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces sp. XZQH13	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000958	BGC0000958	Streptomyces sp. S4, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces sp. S4	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000959	BGC0000959	TPA_asm: Aspergillus nidulans FGSC A4 chromosome V	T1PKS.NRPS	PKS-NRP_Hybrids	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Nidulantes
BGC0000960	BGC0000960	Streptomyces sahachiroi azinomycin B gene cluster, partial sequence	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces sahachiroi	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000961	BGC0000961	Burkholderia thailandensis E264 chromosome II, complete sequence	T1PKS.NRPS.hserlactone	Others	Burkholderia thailandensis E264	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0000962	BGC0000962	Lyngbya majuscula barbamide biosynthesis gene cluster, complete sequence	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Lyngbya majuscula	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Oscillatoriaceae,Lyngbya
BGC0000963	BGC0000963	Streptomyces verticillus bleomycin biosynthetic gene cluster, complete cds	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces verticillus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000964	BGC0000964	Burkholderia thailandensis E264 chromosome I, complete sequence	NRPS	NRPS	Burkholderia thailandensis E264	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0000965	BGC0000965	Streptomyces globisporus enediyne antitumor antibiotic C-1027 biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces globisporus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000966	BGC0000966	Actinoalloteichus sp. WH1-2216-6 putative formate acetyltransferase gene, partial cds; 50S ribosomal protein and ubiquinone/menaquinone biosynthesis melthyltransgerase genes, complete cds; caerulomycin A biosynthetic gene cluster, complete sequence; and F420-dependent NADP oxidoreductase coenzyme gene, partial cds	T1PKS.NRPS	PKS-NRP_Hybrids	Actinoalloteichus sp. WH1-2216-6	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus,unclassified Actinoalloteichus
BGC0000967	BGC0000967	Uncultured Candidatus Entotheonella sp. calY, calX, calW, calV, calU, calT, calS, calR, calQ, calP, calO, calN, calM, calL, calK, calJ, calA, calB, calC, calD, calE, calF, calG, calH, calI genes, complete cds	NRPS-like.PKS-like.NRPS.transAT-PKS	PKS-NRP_Hybrids	uncultured Candidatus Entotheonella sp.	Bacteria,Nitrospinae/Tectomicrobia group,Candidatus Tectomicrobia,Candidatus Entotheonella,environmental samples
BGC0000968	BGC0000968	Penicillium expansum chaetoglobosin biosynthetic gene cluster	T1PKS.NRPS	PKS-NRP_Hybrids	Penicillium expansum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0000969	BGC0000969	Chondromyces crocatus chondramide biosynthetic gene cluster, strain Cmc5	T1PKS.NRPS	PKS-NRP_Hybrids	Chondromyces crocatus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Chondromyces
BGC0000970	BGC0000970	Chondromyces crocatus chondrochloren biosynthesis gene cluster, strain Cmc5	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Chondromyces crocatus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Chondromyces
BGC0000971	BGC0000971	Streptomyces sp. JS360 cinnabaramide biosynthetic gene cluster	NRPS-like.T1PKS.transAT-PKS-like	PKS-NRP_Hybrids	Streptomyces cinnabarigriseus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000972	BGC0000972	Escherichia coli colibactin polyketide biosynthesis gene cluster and flanking regions, strain IHE3034	T1PKS.NRPS	PKS-NRP_Hybrids	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
BGC0000973	BGC0000973	Streptomyces sp. CS40 Collismycin A biosynthesis gene cluster, strain CS40	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces sp. CS40	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000974	BGC0000974	Chondromyces crocatus crocacin biosynthetic gene cluster, strain Cmc5	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Chondromyces crocatus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Chondromyces
BGC0000975	BGC0000975	Nostoc sp. ATCC 53789 cryptophycin biosynthetic gene cluster, complete sequence	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Nostoc sp. ATCC 53789	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0000976	BGC0000976	Moorea producens 3L curacin biosynthetic gene cluster, complete sequence	T1PKS.PKS-like.NRPS.T3PKS	PKS-NRP_Hybrids	Moorena producens 3L	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Oscillatoriaceae,Moorena
BGC0000977	BGC0000977	Aspergillus oryzae cpaT, cpaM, cpaH, cpaO, cpaD, cpaA, cpaR genes for putative MFS multidrug transporter, hypothetical protein, cytochrome P450, FAD-dependent oxidoreductase, dimethylallyltryptophan synthase, PKS-NRPS hybrid, putative C6 transcription factor, complete cds	T1PKS.NRPS.indole	Others	Aspergillus oryzae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0000978	BGC0000978	Cylindrospermopsis raciborskii AWT205 cylindrospermopsin biosynthesis gene cluster, complete sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Cylindrospermopsis raciborskii AWT205	Bacteria,Cyanobacteria,Nostocales,Aphanizomenonaceae,Cylindrospermopsis
BGC0000979	BGC0000979	Aphanizomenon sp. 10E9 cylindrospermopsin biosynthesis gene cluster, partial sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Aphanizomenon sp. 10E9	Bacteria,Cyanobacteria,Nostocales,Aphanizomenonaceae,Aphanizomenon,unclassified Aphanizomenon
BGC0000980	BGC0000980	Aphanizomenon sp. 22D11 cylindrospermopsin biosynthesis gene cluster, partial sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Aphanizomenon sp. 22D11	Bacteria,Cyanobacteria,Nostocales,Aphanizomenonaceae,Aphanizomenon,unclassified Aphanizomenon
BGC0000981	BGC0000981	Aphanizomenon sp. 10E6 RNA-binding S1 domain-containing protein, oxidoreductase alpha subunit, transposase, and hypothetical protein genes, complete cds; cylindrospermopsin biosynthesis gene cluster, complete sequence; and hypothetical proteins, putative nucleotidyl transferase, putative cell envelope-related transcriptional attenuator, pentapeptide repeat-containing protein, and putative integral membrane protein MviN genes, complete cds	NRPS-like.T1PKS	PKS-NRP_Hybrids	Aphanizomenon sp. 10E6	Bacteria,Cyanobacteria,Nostocales,Aphanizomenonaceae,Aphanizomenon,unclassified Aphanizomenon
BGC0000982	BGC0000982	Cystobacter fuscus cystothiazole A gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Cystobacter fuscus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Cystobacter
BGC0000983	BGC0000983	Aspergillus clavatus NRRL 1 1099423829803 genomic scaffold, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Aspergillus clavatus NRRL 1	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Fumigati
BGC0000984	BGC0000984	Delftia acidovorans SPH-1, complete genome	T1PKS.NRPS	PKS-NRP_Hybrids	Delftia acidovorans SPH-1	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia
BGC0000985	BGC0000985	Tistrella mobilis KA081020-065 plasmid pTM3, complete sequence	NRPS	NRPS	Tistrella mobilis KA081020-065	Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Tistrella
BGC0000986	BGC0000986	TPA_exp: Stigmatella aurantiaca DW4/3-1 Dkxanthene biosynthetic gene cluster	RiPP-like.T1PKS.NRPS	Others	Stigmatella aurantiaca DW4/3-1	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella
BGC0000988	BGC0000988	Sorangium cellulosum strain So ce90 epothilone biosynthesis gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000989	BGC0000989	Sorangium cellulosum strain So0157-2 epothilone biosynthesis gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Sorangium cellulosum So0157-2	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000990	BGC0000990	Sorangium cellulosum strain KYC3013 epothilone biosynthesis gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000991	BGC0000991	Sorangium cellulosum putative transposase gene, partial cds; putative transposase gene, complete cds; epothilone biosynthesis gene cluster, complete sequence; putative membrane protein gene, complete cds	T1PKS.NRPS	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000992	BGC0000992	Fusarium heterosporum strain ATCC 74349 fusaridione A gene cluster, complete sequence	T1PKS.NRPS.indole	Others	Fusarium heterosporum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium heterosporum species complex
BGC0000993	BGC0000993	Chromobacterium violaceum strain 968 16S rRNA pseudouridine synthase gene, partial cds; MutT/nudix family phosphohydrolase and transcription elongation factor GreB genes, complete cds; FK228 biosynthetic gene cluster, complete sequence; hydrogen peroxid-inducible genes activator OxyR, cell division topological specificity factor MinE, and septum site-determining protein MinD genes, complete cds; and septum formation inhibitor MinC gene, partial cds	NRPS	NRPS	Chromobacterium violaceum	Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium
BGC0000994	BGC0000994	Streptomyces hygroscopicus var. ascomyceticus FK520 biosynthetic gene cluster, partial sequence	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces hygroscopicus subsp. ascomyceticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces violaceusniger group
BGC0000995	BGC0000995	Pseudomonas sp. 2663 hypothetical proteins, OmpA family protein, ImcF-related family protein, hypothetical protein, and integrase genes, complete cds; FR901464 gene cluster, complete sequence; and histone family protein DNA-binding protein and integrase genes, complete cds	PKS-like.NRPS.transAT-PKS	PKS-NRP_Hybrids	Pseudomonas sp. 2663	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000996	BGC0000996	Streptomyces sp. SPB78 genomic scaffold supercont1.1, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces sp. SPB78	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000997	BGC0000997	[Polyangium] brachysporum glidobactin A synthetase gene region, type strain K481-B101T	T1PKS.NRPS	PKS-NRP_Hybrids	Schlegelella brevitalea	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Schlegelella
BGC0000998	BGC0000998	Streptomyces sp. K01-0509 guadinomine biosynthetic gene cluster, complete sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces sp. K01-0509	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000999	BGC0000999	Lysobacter enzymogenes strain C3 HSAF biosynthetic gene cluster, partial sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Lysobacter enzymogenes	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
BGC0001000	BGC0001000	Lyngbya majuscula hectochlorin biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Lyngbya majuscula	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Oscillatoriaceae,Lyngbya
BGC0001001	BGC0001001	Lyngbya majuscula jamaicamide biosynthesis gene cluster, complete sequence	T1PKS.PKS-like.T3PKS.NRPS	PKS-NRP_Hybrids	Lyngbya majuscula	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Oscillatoriaceae,Lyngbya
BGC0001003	BGC0001003	Streptomyces aureofaciens strain Tu117 lipomycin biosynthesis gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Kitasatospora aureofaciens	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora
BGC0001005	BGC0001005	Bacillus subtilis strain 916 YbbR-like domain-containing protein (ybbR), phosphoglucosamine mutase (glmM), L-glutamine-D-fructose-6-phosphate amidotransferase (glmS), putative ATP binding protein of ABC transporter (potA), locillomycin synthase D (locD), locillomycin synthase A (locA), locillomycin synthase B (locB), locillomycin synthase C (locC), response regulator protein GraR (graR), two-component sensor histidine kinase, ATPase (potB), permease (potC), multidrug transporter (potD), and putative 2,5-diketo-D-gluconic acid reductase (kdgR1) genes, complete cds	NRPS-like.NRPS.transAT-PKS-like	PKS-NRP_Hybrids	Bacillus subtilis	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0001006	BGC0001006	Salinispora tropica CNB-440, complete genome	NRPS-like.T1PKS	PKS-NRP_Hybrids	Salinispora tropica CNB-440	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0001007	BGC0001007	Salinispora arenicola CNS-205, complete genome	NRPS-like.T1PKS	PKS-NRP_Hybrids	Salinispora arenicola CNS-205	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0001008	BGC0001008	Actinomadura madurae strain ATCC 39144 maduropeptin biosynthesis gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Actinomadura madurae	Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura
BGC0001010	BGC0001010	Melittangium lichenicola melithiazol gene cluster	T1PKS.NRPS	PKS-NRP_Hybrids	Melittangium lichenicola	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Melittangium
BGC0001011	BGC0001011	Streptomyces sp. NRRL 30748 meridamycin biosynthetic gene cluster and flanking regions	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces sp. NRRL 30748	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001012	BGC0001012	Streptomyces violaceusniger meridamycin gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces violaceusniger	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces violaceusniger group
BGC0001013	BGC0001013	Biosynthetic Gene Cluster for the Production of a Complex Polyketide	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001014	BGC0001014	Ralstonia solanacearum GMI1000 chromosome complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Ralstonia solanacearum GMI1000	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
BGC0001015	BGC0001015	Planktothrix agardhii microcystin synthesis gene cluster	T1PKS.NRPS	PKS-NRP_Hybrids	Planktothrix agardhii NIVA-CYA 126/8	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Microcoleaceae,Planktothrix
BGC0001016	BGC0001016	Anabaena sp. 90 hypothetical protein genes, complete cds; microcystin biosynthesis gene cluster, complete sequence; and putative transposase (atn1) gene, complete cds	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Anabaena sp. 90	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Anabaena,unclassified Anabaena
BGC0001017	BGC0001017	Microcystis aeruginosa PCC 7806 DNA polymerase III beta subunit (dnaN) gene, partial cds; microcystin synthetase gene cluster, complete sequence; Uma1 (uma1), Uma2 (uma2), Uma3 (uma3), Uma4 (uma4), and Uma5 (uma5) genes, complete cds; and Uma6 (uma6) gene, partial cds	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Microcystis aeruginosa PCC 7806	Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Microcystaceae,Microcystis
BGC0001018	BGC0001018	Microcystis aeruginosa K-139 mcnF, mcnA, mcnB, mcnC, mcnE, orf1, orf2, orf3 genes, complete cds	NRPS	NRPS	Microcystis aeruginosa K-139	Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Microcystaceae,Microcystis
BGC0001019	BGC0001019	Sorangium cellulosum strain So ce38 microsclerodermin biosynthesis gene cluster, complete sequence	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0001020	BGC0001020	Streptomyces sp. NRRL 30471 muraymycin biosynthetic gene cluster, complete sequence; and flanking sequence	NRPS.LAP.NRPS-like.thiopeptide.nucleoside	Others	Streptomyces sp. NRRL 30471	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001021	BGC0001021	Mycobacterium tuberculosis H37Rv complete genome	NRPS	NRPS	Mycobacterium tuberculosis H37Rv	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis complex
BGC0001022	BGC0001022	Stigmatella aurantiaca myxalamid biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Stigmatella aurantiaca	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella
BGC0001023	BGC0001023	Stigmatella aurantiaca myxochromide S biosynthetic gene cluster	T1PKS.NRPS	PKS-NRP_Hybrids	Stigmatella aurantiaca	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella
